Date,Close
12/24/2019 13:00:00,75.45
12/26/2019 16:00:00,75.84
12/27/2019 16:00:00,75.63
12/30/2019 16:00:00,75.19
12/31/2019 16:00:00,75.4
1/2/2020 16:00:00,75.19
1/3/2020 16:00:00,75.1
1/6/2020 16:00:00,75.08
1/7/2020 16:00:00,75.55
1/8/2020 16:00:00,76.23
1/9/2020 16:00:00,76.33
1/10/2020 16:00:00,76.37
1/13/2020 16:00:00,76.71
1/14/2020 16:00:00,77.63
1/15/2020 16:00:00,78.88
1/16/2020 16:00:00,79.46
1/17/2020 16:00:00,80.6
1/21/2020 16:00:00,78.55
1/22/2020 16:00:00,78.87
1/23/2020 16:00:00,78.4
1/24/2020 16:00:00,78.12
1/27/2020 16:00:00,75.1
1/28/2020 16:00:00,75.2
1/29/2020 16:00:00,75.8
1/30/2020 16:00:00,75.36
1/31/2020 16:00:00,74.62
2/3/2020 16:00:00,74.94
2/4/2020 16:00:00,76.57
2/5/2020 16:00:00,77.37
2/6/2020 16:00:00,76.04
2/7/2020 16:00:00,75.8
2/10/2020 16:00:00,76.06
2/11/2020 16:00:00,76.04
2/12/2020 16:00:00,77.1
2/13/2020 16:00:00,77
2/14/2020 16:00:00,76.38
2/18/2020 16:00:00,75.76
2/19/2020 16:00:00,76.85
2/20/2020 16:00:00,76.01
2/21/2020 16:00:00,75.32
2/24/2020 16:00:00,72.64
2/25/2020 16:00:00,70.66
2/26/2020 16:00:00,72.05
2/27/2020 16:00:00,69.19
2/28/2020 16:00:00,70.12
3/2/2020 16:00:00,71.71
3/3/2020 16:00:00,72.42
3/4/2020 16:00:00,73.82
3/5/2020 16:00:00,72.28
3/6/2020 16:00:00,71.19
3/9/2020 16:00:00,67.14
3/10/2020 16:00:00,69.5
3/11/2020 16:00:00,67.34
3/12/2020 16:00:00,61.85
3/13/2020 16:00:00,65.85
3/16/2020 16:00:00,61
3/17/2020 16:00:00,63.49
3/18/2020 16:00:00,55.83
3/19/2020 16:00:00,60.08
3/20/2020 16:00:00,64
3/23/2020 16:00:00,63.93
3/24/2020 16:00:00,67.7
3/25/2020 16:00:00,71.68
3/26/2020 16:00:00,74
3/27/2020 16:00:00,72.5
3/30/2020 16:00:00,71.45
3/31/2020 16:00:00,69.12
4/1/2020 16:00:00,65.09
4/2/2020 16:00:00,64.23
4/3/2020 16:00:00,65.56
4/6/2020 16:00:00,66.3
4/7/2020 16:00:00,68.25
4/8/2020 16:00:00,70.15
4/9/2020 16:00:00,71.21
4/13/2020 16:00:00,71
4/14/2020 16:00:00,74.12
4/15/2020 16:00:00,74.17
4/16/2020 16:00:00,72.5
