Date,Close
3/5/2020 16:00:00,393.91
3/6/2020 16:00:00,384.93
3/9/2020 16:00:00,347.21
3/10/2020 16:00:00,366.91
3/11/2020 16:00:00,341.11
3/12/2020 16:00:00,312.67
3/13/2020 16:00:00,354.95
3/16/2020 16:00:00,306.3
3/17/2020 16:00:00,347.84
3/18/2020 16:00:00,321.72
3/19/2020 16:00:00,319.08
3/20/2020 16:00:00,306.46
3/23/2020 16:00:00,321.93
3/24/2020 16:00:00,343.91
3/25/2020 16:00:00,343.95
3/26/2020 16:00:00,354.9
3/27/2020 16:00:00,354.92
3/30/2020 16:00:00,364.34
3/31/2020 16:00:00,367.56
4/1/2020 16:00:00,364.39
4/2/2020 16:00:00,363.83
4/3/2020 16:00:00,357.44
4/6/2020 16:00:00,362.54
4/7/2020 16:00:00,366.32
4/8/2020 16:00:00,397.12
4/9/2020 16:00:00,396.64
4/13/2020 16:00:00,386.34
4/14/2020 16:00:00,414.55
4/15/2020 16:00:00,419.15
4/16/2020 16:00:00,413.81
